serie,season,number,episode,year,genre,runtime,votes,rating
Community,3,20,Digital Estate Planning,2012,Comedy,22,6755,9.4
Community,3,21,The First Chang Dynasty,2012,Comedy,22,4731,9.0
Community,3,22,Introduction to Finality,2012,Comedy,22,4255,8.7
Community,4,1,History 101,2013,Comedy,22,4257,7.1
Community,4,2,Paranormal Parentage,2013,Comedy,22,3898,7.5
Community,4,3,Conventions of Space and Time,2013,Comedy,22,3841,7.2
Community,4,4,Alternative History of the German Invasion,2013,Comedy,22,3638,7.0
Community,4,5,Cooperative Escapism in Familial Relations,2013,Comedy,22,3689,7.4
Community,4,6,Advanced Documentary Filmmaking,2013,Comedy,21,3570,7.4
Community,4,7,Economics of Marine Biology,2013,Comedy,22,3617,6.6
Community,4,8,Herstory of Dance,2013,Comedy,22,3840,7.8
Community,4,9,Intro to Felt Surrogacy,2013,Comedy,20,4215,6.8
Community,4,10,Intro to Knots,2013,Comedy,22,3571,7.5
Community,4,11,Basic Human Anatomy,2013,Comedy,22,3698,7.9
Community,4,12,Heroic Origins,2013,Comedy,22,3959,8.1
Community,4,13,Advanced Introduction to Finality,2013,Comedy,22,3771,7.6
Community,5,1,Repilot,2014,Comedy,22,4018,7.7
Community,5,2,Introduction to Teaching,2014,Comedy,21,4078,8.4
Community,5,3,Basic Intergluteal Numismatics,2014,Comedy,21,5319,9.0
Community,5,4,Cooperative Polygraphy,2014,Comedy,21,5339,9.2
Community,5,5,Geothermal Escapism,2014,Comedy,20,5998,9.4
Community,5,6,Analysis of Cork-Based Networking,2014,Comedy,21,3748,8.0
Community,5,7,Bondage and Beta Male Sexuality,2014,Comedy,21,3408,7.7
Community,5,8,App Development and Condiments,2014,Comedy,21,4902,8.9
Community,5,9,VCR Maintenance and Educational Publishing,2014,Comedy,21,3521,7.9
Community,5,10,Advanced Advanced Dungeons & Dragons,2014,Comedy,21,3779,8.3
Community,5,11,G.I. Jeff,2014,Comedy,21,3827,7.7
Community,5,12,Basic Story,2014,Comedy,21,3206,7.6
Community,5,13,Basic Sandwich,2014,Comedy,20,3346,8.0
Community,6,1,Ladders,2015,Comedy,28,3647,7.5
Community,6,2,Lawnmower Maintenance & Postnatal Care,2015,Comedy,27,3458,7.3
Community,6,3,Basic Crisis Room Decorum,2015,Comedy,25,3275,7.5
Community,6,4,Queer Studies & Advanced Waxing,2015,Comedy,31,3409,7.9
Community,6,5,Laws of Robotics & Party Rights,2015,Comedy,29,3132,7.4
Community,6,6,Basic Email Security,2015,Comedy,28,3216,7.3
Community,6,7,Advanced Safety Features,2015,Comedy,29,3173,7.1
Community,6,8,Intro to Recycled Cinema,2015,Comedy,28,3247,7.7
Community,6,9,Grifting 101,2015,Comedy,29,3193,7.5
Community,6,10,Basic RV Repair and Palmistry,2015,Comedy,26,3222,7.3
Community,6,11,Modern Espionage,2015,Comedy,29,4064,8.8
Community,6,12,Wedding Videography,2015,Comedy,26,3760,8.5
Community,6,13,Emotional Consequences of Broadcast Television,2015,Comedy,27,6744,9.4
Criminal Minds,1,1,Extreme Aggressor,2005,"Crime,Drama,Mystery",42,3667,7.8
Criminal Minds,1,2,Compulsion,2005,"Crime,Drama,Mystery",42,3086,7.6
Criminal Minds,1,3,Won't Get Fooled Again,2005,"Crime,Drama,Mystery",43,2998,7.6
Criminal Minds,1,4,Plain Sight,2005,"Crime,Drama,Mystery",42,2765,7.7
Criminal Minds,1,5,Broken Mirror,2005,"Crime,Drama,Mystery",42,2872,7.8
Criminal Minds,1,6,L.D.S.K.,2005,"Crime,Drama,Mystery",42,3418,8.3
Criminal Minds,1,7,The Fox,2005,"Crime,Drama,Mystery",42,2789,7.9
Criminal Minds,1,8,Natural Born Killer,2005,"Crime,Drama,Mystery",42,2651,7.5
Criminal Minds,1,9,Derailed,2005,"Crime,Drama,Mystery",42,3451,7.8
Criminal Minds,1,10,The Popular Kids,2005,"Crime,Drama,Mystery",60,3095,7.5
Criminal Minds,1,11,Blood Hungry,2005,"Crime,Drama,Mystery",42,3194,7.1
Criminal Minds,1,12,What Fresh Hell?,2006,"Crime,Drama,Mystery",42,2391,7.4
Criminal Minds,1,13,Poison,2006,"Crime,Drama,Mystery",42,2462,7.3
Criminal Minds,1,14,Riding the Lightning,2006,"Crime,Drama,Mystery",42,4618,8.6
Criminal Minds,1,15,Unfinished Business,2006,"Crime,Drama,Mystery",42,2468,7.7
Criminal Minds,1,16,The Tribe,2006,"Crime,Drama,Mystery",42,2679,7.6
Criminal Minds,1,17,A Real Rain,2006,"Crime,Drama,Mystery",42,2452,7.6
Criminal Minds,1,18,Somebody's Watching,2006,"Crime,Drama,Mystery",42,3657,8.2
Criminal Minds,1,19,Machismo,2006,"Crime,Drama,Mystery",42,2590,7.2
Criminal Minds,1,20,Charm and Harm,2006,"Crime,Drama,Mystery",42,2383,7.6
Criminal Minds,1,21,Secrets and Lies,2006,"Crime,Drama,Mystery",42,3061,7.6
Criminal Minds,1,22,The Fisher King: Part 1,2006,"Crime,Drama,Mystery",60,3422,8.5
Criminal Minds,2,1,The Fisher King: Part 2,2006,"Crime,Drama,Mystery",42,3197,8.7
Criminal Minds,2,2,P911,2006,"Crime,Drama,Mystery",42,2425,7.9
Criminal Minds,2,3,The Perfect Storm,2006,"Crime,Drama,Mystery",42,2219,7.7
Criminal Minds,2,4,Psychodrama,2006,"Crime,Drama,Mystery",42,2349,7.4
Criminal Minds,2,5,Aftermath,2006,"Crime,Drama,Mystery",42,2412,7.6
Criminal Minds,2,6,The Boogeyman,2006,"Crime,Drama,Mystery",42,2817,7.8
Criminal Minds,2,7,North Mammon,2006,"Crime,Drama,Mystery",42,2584,8.1
Criminal Minds,2,8,Empty Planet,2006,"Crime,Drama,Mystery",42,2359,7.6
Criminal Minds,2,9,The Last Word,2006,"Crime,Drama,Mystery",42,2314,7.8
Criminal Minds,2,10,Lessons Learned,2006,"Crime,Drama,Mystery",42,2614,8.3
Criminal Minds,2,11,"Sex, Birth, Death",2006,"Crime,Drama,Mystery",42,3525,8.5
Criminal Minds,2,12,"Profiler, Profiled",2006,"Crime,Drama,Mystery",42,2735,8.1
Criminal Minds,2,13,No Way Out,2007,"Crime,Drama,Mystery",42,2608,8.3
Criminal Minds,2,14,The Big Game,2007,"Crime,Drama,Mystery",42,2534,8.1
Criminal Minds,2,15,Revelations,2007,"Crime,Drama,Mystery",42,3966,8.9
Criminal Minds,2,16,Fear and Loathing,2007,"Crime,Drama,Mystery",42,2359,7.5
Criminal Minds,2,17,Distress,2007,"Crime,Drama,Mystery",42,2295,7.7
Criminal Minds,2,18,Jones,2007,"Crime,Drama,Mystery",42,3152,8.1
Criminal Minds,2,19,Ashes and Dust,2007,"Crime,Drama,Mystery",42,2339,7.7
Criminal Minds,2,20,Honor Among Thieves,2007,"Crime,Drama,Mystery",44,2794,7.1
Criminal Minds,2,21,Open Season,2007,"Crime,Drama,Mystery",42,2489,7.9
Criminal Minds,2,22,Legacy,2007,"Crime,Drama,Mystery",42,2353,8.1
Criminal Minds,2,23,"No Way Out, Part II: The Evilution of Frank",2007,"Crime,Drama,Mystery",42,3060,8.2
Criminal Minds,3,1,Doubt,2007,"Crime,Drama,Mystery",42,2203,7.6
Criminal Minds,3,2,In Name and Blood,2007,"Crime,Drama,Mystery",42,2303,7.9
Criminal Minds,3,3,Scared to Death,2007,"Crime,Drama,Mystery",60,2292,7.6
Criminal Minds,3,4,Children of the Dark,2007,"Crime,Drama,Mystery",60,2203,7.9
Criminal Minds,3,5,Seven Seconds,2007,"Crime,Drama,Mystery",42,2532,8.3
Criminal Minds,3,6,About Face,2007,"Crime,Drama,Mystery",42,2184,7.5
Criminal Minds,3,7,Identity,2007,"Crime,Drama,Mystery",42,2168,7.4
Criminal Minds,3,8,Lucky,2007,"Crime,Drama,Mystery",42,3184,8.2
Criminal Minds,3,9,Penelope,2007,"Crime,Drama,Mystery",60,3454,8.7
Criminal Minds,3,10,True Night,2007,"Crime,Drama,Mystery",60,2576,7.8
Criminal Minds,3,11,Birthright,2007,"Crime,Drama,Mystery",60,2251,7.7
Criminal Minds,3,12,3rd Life,2008,"Crime,Drama,Mystery",42,2437,8.0
Criminal Minds,3,13,Limelight,2008,"Crime,Drama,Mystery",60,2237,7.5
Criminal Minds,3,14,Damaged,2008,"Crime,Drama,Mystery",42,2962,7.9
Criminal Minds,3,15,A Higher Power,2008,"Crime,Drama,Mystery",42,2292,7.4
Criminal Minds,3,16,Elephant's Memory,2008,"Crime,Drama,Mystery",60,3143,8.3
Criminal Minds,3,17,In Heat,2008,"Crime,Drama,Mystery",42,2373,7.6
Criminal Minds,3,18,The Crossing,2008,"Crime,Drama,Mystery",42,2202,7.6
Criminal Minds,3,19,Tabula Rasa,2008,"Crime,Drama,Mystery",42,2906,8.1
Criminal Minds,3,20,Lo-Fi,2008,"Crime,Drama,Mystery",42,3091,8.5
Criminal Minds,4,1,Mayhem,2008,"Crime,Drama,Mystery",42,3311,8.5
Criminal Minds,4,2,The Angel Maker,2008,"Crime,Drama,Mystery",42,2370,7.7
Criminal Minds,4,3,Minimal Loss,2008,"Crime,Drama,Mystery",42,3101,8.2
Criminal Minds,4,4,Paradise,2008,"Crime,Drama,Mystery",42,2278,7.6
Criminal Minds,4,5,Catching Out,2008,"Crime,Drama,Mystery",42,2250,7.3
Criminal Minds,4,6,The Instincts,2008,"Crime,Drama,Mystery",42,2983,8.2
Criminal Minds,4,7,Memoriam,2008,"Crime,Drama,Mystery",42,3108,8.4
Criminal Minds,4,8,Masterpiece,2008,"Crime,Drama,Mystery",42,2725,8.3
Criminal Minds,4,9,52 Pickup,2008,"Crime,Drama,Mystery",42,2472,7.9
Criminal Minds,4,10,Brothers in Arms,2008,"Crime,Drama,Mystery",42,2143,7.5
Criminal Minds,4,11,Normal,2008,"Crime,Drama,Mystery",42,2486,8.3
Criminal Minds,4,12,Soul Mates,2009,"Crime,Drama,Mystery",42,2106,7.6
Criminal Minds,4,13,Bloodline,2009,"Crime,Drama,Mystery",42,2228,7.8
Criminal Minds,4,14,Cold Comfort,2009,"Crime,Drama,Mystery",42,1973,7.4
Criminal Minds,4,15,Zoe's Reprise,2009,"Crime,Drama,Mystery",42,2240,8.1
Criminal Minds,4,16,Pleasure Is My Business,2009,"Crime,Drama,Mystery",42,2489,8.1
Criminal Minds,4,17,Demonology,2009,"Crime,Drama,Mystery",42,2704,7.0
Criminal Minds,4,18,Omnivore,2009,"Crime,Drama,Mystery",42,2613,8.5
Criminal Minds,4,19,House on Fire,2009,"Crime,Drama,Mystery",39,2739,7.3
Criminal Minds,4,20,Conflicted,2009,"Crime,Drama,Mystery",41,3379,8.4
Criminal Minds,4,21,A Shade of Gray,2009,"Crime,Drama,Mystery",41,2128,8.0
Criminal Minds,4,22,The Big Wheel,2009,"Crime,Drama,Mystery",42,3212,8.2
Criminal Minds,4,23,Roadkill,2009,"Crime,Drama,Mystery",42,2280,7.3
Criminal Minds,4,24,Amplification,2009,"Crime,Drama,Mystery",42,3084,8.4
Criminal Minds,4,25,To Hell...,2009,"Crime,Drama,Mystery",43,2590,8.4
Criminal Minds,4,26,...And Back,2009,"Crime,Drama,Mystery",44,331,8.7
Criminal Minds,5,1,"Faceless, Nameless",2009,"Crime,Drama,Mystery",42,2418,7.9
Criminal Minds,5,2,Haunted,2009,"Crime,Drama,Mystery",60,2799,7.6
Criminal Minds,5,3,Reckoner,2009,"Crime,Drama,Mystery",42,2700,7.4
Criminal Minds,5,4,Hopeless,2009,"Crime,Drama,Mystery",60,2268,7.3
Criminal Minds,5,5,Cradle to Grave,2009,"Crime,Drama,Mystery",42,1977,7.6
Criminal Minds,5,6,The Eyes Have It,2009,"Crime,Drama,Mystery",42,2017,7.2
Criminal Minds,5,7,The Performer,2009,"Crime,Drama,Mystery",42,2281,7.4
Criminal Minds,5,8,Outfoxed,2009,"Crime,Drama,Mystery",42,1968,7.7
Criminal Minds,5,9,100,2009,"Crime,Drama,Mystery",42,4309,9.2
Criminal Minds,5,10,The Slave of Duty,2009,"Crime,Drama,Mystery",42,1983,7.7
Criminal Minds,5,11,Retaliation,2009,"Crime,Drama,Mystery",42,1961,7.3
Criminal Minds,5,12,The Uncanny Valley,2010,"Crime,Drama,Mystery",42,3136,8.4
Criminal Minds,5,13,Risky Business,2010,"Crime,Drama,Mystery",42,2784,7.7
Criminal Minds,5,14,Parasite,2010,"Crime,Drama,Mystery",42,1922,7.4
Criminal Minds,5,15,Public Enemy,2010,"Crime,Drama,Mystery",42,1886,7.6
Criminal Minds,5,16,Mosley Lane,2010,"Crime,Drama,Mystery",42,3968,8.9
Criminal Minds,5,17,Solitary Man,2010,"Crime,Drama,Mystery",42,1856,7.5
Criminal Minds,5,18,The Fight,2010,"Crime,Drama,Mystery",42,2191,7.3
Criminal Minds,5,19,Rite of Passage,2010,"Crime,Drama,Mystery",42,2042,7.3
Criminal Minds,5,20,...A Thousand Words,2010,"Crime,Drama,Mystery",42,2406,7.9
Criminal Minds,5,21,Exit Wounds,2010,"Crime,Drama,Mystery",42,2692,7.5
Criminal Minds,5,22,The Internet Is Forever,2010,"Crime,Drama,Mystery",42,2265,7.7
Criminal Minds,5,23,Our Darkest Hour,2010,"Crime,Drama,Mystery",42,2173,7.9
Criminal Minds,6,1,The Longest Night,2010,"Crime,Drama,Mystery",44,2337,8.0
Criminal Minds,6,2,JJ,2010,"Crime,Drama,Mystery",44,2436,8.1
Criminal Minds,6,3,Remembrance of Things Past,2010,"Crime,Drama,Mystery",42,1961,7.7
Criminal Minds,6,4,Compromising Positions,2010,"Crime,Drama,Mystery",43,2624,7.3
Criminal Minds,6,5,Safe Haven,2010,"Crime,Drama,Mystery",40,2040,7.7
Criminal Minds,6,6,Devil's Night,2010,"Crime,Drama,Mystery",42,2005,7.2
Criminal Minds,6,7,Middle Man,2010,"Crime,Drama,Mystery",44,2693,7.6
Criminal Minds,6,8,Reflection of Desire,2010,"Crime,Drama,Mystery",43,2856,7.7
Criminal Minds,6,9,Into the Woods,2010,"Crime,Drama,Mystery",42,2131,7.7
Criminal Minds,6,10,What Happens at Home...,2010,"Crime,Drama,Mystery",43,1982,7.6
Criminal Minds,6,11,25 to Life,2010,"Crime,Drama,Mystery",43,1974,7.7
Criminal Minds,6,12,Corazon,2011,"Crime,Drama,Mystery",41,2764,7.5
Criminal Minds,6,13,The Thirteenth Step,2011,"Crime,Drama,Mystery",42,2168,7.4
Criminal Minds,6,14,Sense Memory,2011,"Crime,Drama,Mystery",41,1941,7.3
Criminal Minds,6,15,Today I Do,2011,"Crime,Drama,Mystery",41,2075,7.2
Criminal Minds,6,16,Coda,2011,"Crime,Drama,Mystery",46,2904,8.1
Criminal Minds,6,17,Valhalla,2011,"Crime,Drama,Mystery",44,2089,8.0
Criminal Minds,6,18,Lauren,2011,"Crime,Drama,Mystery",44,3049,8.7
Criminal Minds,6,19,With Friends Like These,2011,"Crime,Drama,Mystery",43,2618,7.5
Criminal Minds,6,20,Hanley Waters,2011,"Crime,Drama,Mystery",43,1863,7.5
Criminal Minds,6,21,The Stranger,2011,"Crime,Drama,Mystery",43,1696,7.3
Criminal Minds,6,22,Out of the Light,2011,"Crime,Drama,Mystery",43,1736,7.4
Criminal Minds,6,23,Big Sea,2011,"Crime,Drama,Mystery",43,1870,7.2
Criminal Minds,6,24,Supply and Demand,2011,"Crime,Drama,Mystery",41,1844,7.7
Criminal Minds,7,1,It Takes a Village,2011,"Crime,Drama,Mystery",42,2288,8.0
Criminal Minds,7,2,Proof,2011,"Crime,Drama,Mystery",43,2116,7.9
Criminal Minds,7,3,Dorado Falls,2011,"Crime,Drama,Mystery",43,2134,7.7
Criminal Minds,7,4,Painless,2011,"Crime,Drama,Mystery",44,2445,7.8
Criminal Minds,7,5,From Childhood's Hour,2011,"Crime,Drama,Mystery",43,1872,7.4
Criminal Minds,7,6,Epilogue,2011,"Crime,Drama,Mystery",40,1942,7.4
Criminal Minds,7,7,There's No Place Like Home,2011,"Crime,Drama,Mystery",41,2005,7.2
Criminal Minds,7,8,Hope,2011,"Crime,Drama,Mystery",42,2629,7.6
Criminal Minds,7,9,Self-Fulfilling Prophecy,2011,"Crime,Drama,Mystery",43,1821,7.7
Criminal Minds,7,10,The Bittersweet Science,2011,"Crime,Drama,Mystery",44,1879,7.2
Criminal Minds,7,11,True Genius,2012,"Crime,Drama,Mystery",44,2940,8.4
Criminal Minds,7,12,Unknown Subject,2012,"Crime,Drama,Mystery",43,1966,7.9
Criminal Minds,7,13,Snake Eyes,2012,"Crime,Drama,Mystery",42,2568,7.2
Criminal Minds,7,14,Closing Time,2012,"Crime,Drama,Mystery",42,1813,7.2
Criminal Minds,7,15,A Thin Line,2012,"Crime,Drama,Mystery",41,1844,7.3
Criminal Minds,7,16,A Family Affair,2012,"Crime,Drama,Mystery",41,1879,7.5
Criminal Minds,7,17,"I Love You, Tommy Brown",2012,"Crime,Drama,Mystery",42,2557,7.3
Criminal Minds,7,18,Foundation,2012,"Crime,Drama,Mystery",44,1917,7.9
Criminal Minds,7,19,Heathridge Manor,2012,"Crime,Drama,Mystery",44,2883,8.0
Criminal Minds,7,20,The Company,2012,"Crime,Drama,Mystery",44,1961,8.1
Criminal Minds,7,21,Divining Rod,2012,"Crime,Drama,Mystery",42,1826,7.4
Criminal Minds,7,22,Profiling 101,2012,"Crime,Drama,Mystery",41,1964,8.0
Criminal Minds,7,23,Hit,2012,"Crime,Drama,Mystery",40,2306,8.4
Criminal Minds,7,24,Run,2012,"Crime,Drama,Mystery",42,2358,8.5
Criminal Minds,8,1,The Silencer,2012,"Crime,Drama,Mystery",41,1936,7.4
Criminal Minds,8,2,The Pact,2012,"Crime,Drama,Mystery",43,1870,7.4
Criminal Minds,8,3,Through the Looking Glass,2012,"Crime,Drama,Mystery",44,1767,7.5
Criminal Minds,8,4,God Complex,2012,"Crime,Drama,Mystery",42,2594,7.7
Criminal Minds,8,5,The Good Earth,2012,"Crime,Drama,Mystery",42,2325,7.4
Criminal Minds,8,6,The Apprenticeship,2012,"Crime,Drama,Mystery",43,2039,7.6
Criminal Minds,8,7,The Fallen,2012,"Crime,Drama,Mystery",41,1776,7.7
Criminal Minds,8,8,The Wheels on the Bus...,2012,"Crime,Drama,Mystery",41,2631,7.3
Criminal Minds,8,9,Magnificent Light,2012,"Crime,Drama,Mystery",42,2288,7.1
Criminal Minds,8,10,The Lesson,2012,"Crime,Drama,Mystery",43,2884,8.1
Criminal Minds,8,11,Perennials,2012,"Crime,Drama,Mystery",41,1842,7.3
Criminal Minds,8,12,Zugzwang,2013,"Crime,Drama,Mystery",41,3344,8.6
Criminal Minds,8,13,Magnum Opus,2013,"Crime,Drama,Mystery",42,2531,7.7
Criminal Minds,8,14,All That Remains,2013,"Crime,Drama,Mystery",44,1811,7.9
Criminal Minds,8,15,Broken,2013,"Crime,Drama,Mystery",42,1878,7.5
Criminal Minds,8,16,Carbon Copy,2013,"Crime,Drama,Mystery",41,1771,7.8
Criminal Minds,8,17,The Gathering,2013,"Crime,Drama,Mystery",41,2281,7.3
Criminal Minds,8,18,Restoration,2013,"Crime,Drama,Mystery",43,1839,7.7
Criminal Minds,8,19,Pay It Forward,2013,"Crime,Drama,Mystery",41,1838,7.3
Criminal Minds,8,20,Alchemy,2013,"Crime,Drama,Mystery",42,2485,7.6
Criminal Minds,8,21,Nanny Dearest,2013,"Crime,Drama,Mystery",43,2168,7.7
Criminal Minds,8,22,#6,2013,"Crime,Drama,Mystery",43,1919,7.4
Criminal Minds,8,23,Brothers Hotchner,2013,"Crime,Drama,Mystery",40,1770,7.7
Criminal Minds,8,24,The Replicator,2013,"Crime,Drama,Mystery",43,2125,8.2
Criminal Minds,9,1,The Inspiration,2013,"Crime,Drama,Mystery",41,2005,7.4
Criminal Minds,9,2,The Inspired,2013,"Crime,Drama,Mystery",42,1944,7.5
Criminal Minds,9,3,Final Shot,2013,"Crime,Drama,Mystery",42,1810,7.7
Criminal Minds,9,4,To Bear Witness,2013,"Crime,Drama,Mystery",41,1971,7.5
Criminal Minds,9,5,Route 66,2013,"Crime,Drama,Mystery",42,1919,7.7
Criminal Minds,9,6,In the Blood,2013,"Crime,Drama,Mystery",41,1819,7.4
Criminal Minds,9,7,Gatekeeper,2013,"Crime,Drama,Mystery",41,2505,7.8
Criminal Minds,9,8,The Return,2013,"Crime,Drama,Mystery",41,1810,7.4
Criminal Minds,9,9,Strange Fruit,2013,"Crime,Drama,Mystery",44,1960,7.8
Criminal Minds,9,10,The Caller,2013,"Crime,Drama,Mystery",43,2279,8.0
Criminal Minds,9,11,Bully,2013,"Crime,Drama,Mystery",42,1710,7.5
Criminal Minds,9,12,The Black Queen,2014,"Crime,Drama,Mystery",43,2536,7.4
Criminal Minds,9,13,The Road Home,2014,"Crime,Drama,Mystery",44,1668,7.6
Criminal Minds,9,14,200,2014,"Crime,Drama,Mystery",42,2305,8.1
Criminal Minds,9,15,Mr. & Mrs. Anderson,2014,"Crime,Drama,Mystery",41,1674,7.4
Criminal Minds,9,16,Gabby,2014,"Crime,Drama,Mystery",43,2038,8.0
Criminal Minds,9,17,Persuasion,2014,"Crime,Drama,Mystery",43,2298,7.5
Criminal Minds,9,18,Rabid,2014,"Crime,Drama,Mystery",43,1744,7.6
Criminal Minds,9,19,The Edge of Winter,2014,"Crime,Drama,Mystery",44,1834,7.7
Criminal Minds,9,20,Blood Relations,2014,"Crime,Drama,Mystery",44,2584,7.9
Criminal Minds,9,21,What Happens in Mecklinburg...,2014,"Crime,Drama,Mystery",42,1944,7.4
Criminal Minds,9,22,Fatal,2014,"Crime,Drama,Mystery",43,1905,7.4
Criminal Minds,9,23,Angels,2014,"Crime,Drama,Mystery",42,2241,8.2
Criminal Minds,9,24,Demons,2014,"Crime,Drama,Mystery",42,2707,8.6
Criminal Minds,10,1,X,2014,"Crime,Drama,Mystery",43,2123,7.6
Criminal Minds,10,2,Burn,2014,"Crime,Drama,Mystery",42,2436,7.2
Criminal Minds,10,3,A Thousand Suns,2014,"Crime,Drama,Mystery",41,2447,7.6
Criminal Minds,10,4,The Itch,2014,"Crime,Drama,Mystery",43,1892,7.3
Criminal Minds,10,5,Boxed In,2014,"Crime,Drama,Mystery",43,2011,7.4
Criminal Minds,10,6,If the Shoe Fits,2014,"Crime,Drama,Mystery",43,2082,7.5
Criminal Minds,10,7,Hashtag,2014,"Crime,Drama,Mystery",41,1783,7.5
Criminal Minds,10,8,The Boys of Sudworth Place,2014,"Crime,Drama,Mystery",40,1788,7.4
Criminal Minds,10,9,Fate,2014,"Crime,Drama,Mystery",42,1854,7.4
Criminal Minds,10,10,Amelia Porter,2014,"Crime,Drama,Mystery",42,2083,7.2
Criminal Minds,10,11,The Forever People,2015,"Crime,Drama,Mystery",42,2383,7.6
Criminal Minds,10,12,Anonymous,2015,"Crime,Drama,Mystery",41,1861,7.5
Criminal Minds,10,13,Nelson's Sparrow,2015,"Crime,Drama,Mystery",43,2505,8.1
Criminal Minds,10,14,Hero Worship,2015,"Crime,Drama,Mystery",42,2320,7.3
Criminal Minds,10,15,Scream,2015,"Crime,Drama,Mystery",41,1787,7.3
Criminal Minds,10,16,Lockdown,2015,"Crime,Drama,Mystery",43,2078,7.6
Criminal Minds,10,17,Breath Play,2015,"Crime,Drama,Mystery",41,2090,7.1
Criminal Minds,10,18,Rock Creek Park,2015,"Crime,Drama,Mystery",42,2326,7.5
Criminal Minds,10,19,Beyond Borders,2015,"Crime,Drama,Mystery",43,2360,7.0
Criminal Minds,10,20,A Place at the Table,2015,"Crime,Drama,Mystery",42,2308,7.4
Criminal Minds,10,21,Mr. Scratch,2015,"Crime,Drama,Mystery",42,3139,8.7
Criminal Minds,10,22,Protection,2015,"Crime,Drama,Mystery",43,2065,7.2
Criminal Minds,10,23,The Hunt,2015,"Crime,Drama,Mystery",41,1968,7.9
Criminal Minds,11,1,The Job,2015,"Crime,Drama,Mystery",43,1774,7.6
Criminal Minds,11,2,The Witness,2015,"Crime,Drama,Mystery",44,2183,7.5
Criminal Minds,11,3,'Til Death Do Us Part,2015,"Crime,Drama,Mystery",42,1798,7.0
Criminal Minds,11,4,Outlaw,2015,"Crime,Drama,Mystery",42,1786,7.2
Criminal Minds,11,5,The Night Watch,2015,"Crime,Drama,Mystery",41,1794,7.2
Criminal Minds,11,6,Pariahville,2015,"Crime,Drama,Mystery",41,1861,7.3
Criminal Minds,11,7,Target Rich,2015,"Crime,Drama,Mystery",43,1863,7.5
Criminal Minds,11,8,Awake,2015,"Crime,Drama,Mystery",40,2277,6.7
Criminal Minds,11,9,Internal Affairs,2015,"Crime,Drama,Mystery",43,2213,6.9
Criminal Minds,11,10,Future Perfect,2015,"Crime,Drama,Mystery",42,2197,6.6
Criminal Minds,11,11,Entropy,2016,"Crime,Drama,Mystery",43,3656,9.1
Criminal Minds,11,12,Drive,2016,"Crime,Drama,Mystery",40,1855,7.2
Criminal Minds,11,13,The Bond,2016,"Crime,Drama,Mystery",42,1832,7.1
Criminal Minds,11,14,Hostage,2016,"Crime,Drama,Mystery",42,2178,8.2
Criminal Minds,11,15,A Badge and a Gun,2016,"Crime,Drama,Mystery",40,1726,7.3
Criminal Minds,11,16,Derek,2016,"Crime,Drama,Mystery",43,2151,8.0
Criminal Minds,11,17,The Sandman,2016,"Crime,Drama,Mystery",41,1820,7.3
Criminal Minds,11,18,A Beautiful Disaster,2016,"Crime,Drama,Mystery",43,2463,8.4
Criminal Minds,11,19,Tribute,2016,"Crime,Drama,Mystery",42,1765,7.5
Criminal Minds,11,20,Inner Beauty,2016,"Crime,Drama,Mystery",40,1908,7.0
Criminal Minds,11,21,Devil's Backbone,2016,"Crime,Drama,Mystery",43,1953,7.8
Criminal Minds,11,22,The Storm,2016,"Crime,Drama,Mystery",42,2024,8.1
Criminal Minds,12,1,The Crimson King,2016,"Crime,Drama,Mystery",43,2090,7.4
Criminal Minds,12,2,Sick Day,2016,"Crime,Drama,Mystery",43,2332,7.5
Criminal Minds,12,3,Taboo,2016,"Crime,Drama,Mystery",40,2162,7.2
Criminal Minds,12,4,Keeper,2016,"Crime,Drama,Mystery",43,1809,7.1
Criminal Minds,12,5,The Anti-Terror Squad,2016,"Crime,Drama,Mystery",41,1716,7.1
Criminal Minds,12,6,Elliott's Pond,2016,"Crime,Drama,Mystery",43,2272,7.6
Criminal Minds,12,7,Mirror Image,2016,"Crime,Drama,Mystery",43,2142,7.7
Criminal Minds,12,8,Scarecrow,2016,"Crime,Drama,Mystery",41,1822,7.3
Criminal Minds,12,9,Profiling 202,2017,"Crime,Drama,Mystery",42,1896,7.3
Criminal Minds,12,10,Seek and Destroy,2017,"Crime,Drama,Mystery",40,1883,7.2
Criminal Minds,12,11,Surface Tension,2017,"Crime,Drama,Mystery",43,2103,7.2
Criminal Minds,12,12,A Good Husband,2017,"Crime,Drama,Mystery",41,2089,6.7
Criminal Minds,12,13,Spencer,2017,"Crime,Drama,Mystery",42,2227,7.8
Criminal Minds,12,14,Collision Course,2017,"Crime,Drama,Mystery",42,1785,7.3
Criminal Minds,12,15,Alpha Male,2017,"Crime,Drama,Mystery",42,1872,7.2
Criminal Minds,12,16,Assistance Is Futile,2017,"Crime,Drama,Mystery",42,2045,7.2
Criminal Minds,12,17,In the Dark,2017,"Crime,Drama,Mystery",41,2038,7.3
Criminal Minds,12,18,Hell's Kitchen,2017,"Crime,Drama,Mystery",43,2067,7.3
Criminal Minds,12,19,True North,2017,"Crime,Drama,Mystery",41,2004,7.2
Criminal Minds,12,20,Unforgettable,2017,"Crime,Drama,Mystery",41,1794,7.5
Criminal Minds,12,21,Green Light,2017,"Crime,Drama,Mystery",40,1926,8.2
Criminal Minds,12,22,Red Light,2017,"Crime,Drama,Mystery",43,2013,8.4
