serie,season,number,episode,year,genre,runtime,votes,rating
Lucifer,3,21,Anything Pierce Can Do I Can Do Better,2018,"Crime,Drama,Fantasy",43,4538,7.8
Lucifer,3,22,All Hands on Decker,2018,"Crime,Drama,Fantasy",43,4461,7.8
Lucifer,3,23,Quintessential Deckerstar,2018,"Crime,Drama,Fantasy",43,7847,9.3
Lucifer,3,24,A Devil of My Word,2018,"Crime,Drama,Fantasy",43,14912,9.7
Lucifer,3,25,Boo Normal,2018,"Crime,Drama,Fantasy",43,5340,7.5
Lucifer,3,26,Once Upon a Time,2018,"Crime,Drama,Fantasy",43,5402,7.5
Lucifer,4,1,Everything's Okay,2019,"Crime,Drama,Fantasy",49,7411,8.9
Lucifer,4,2,Somebody's Been Reading Dante's Inferno,2019,"Crime,Drama,Fantasy",50,6783,8.9
Lucifer,4,3,"O, Ye of Little Faith, Father",2019,"Crime,Drama,Fantasy",49,6617,9.0
Lucifer,4,4,All About Eve,2019,"Crime,Drama,Fantasy",48,6605,8.9
Lucifer,4,5,Expire Erect,2019,"Crime,Drama,Fantasy",50,6456,9.0
Lucifer,4,6,Orgy Pants to Work,2019,"Crime,Drama,Fantasy",50,6379,8.9
Lucifer,4,7,Devil Is as Devil Does,2019,"Crime,Drama,Fantasy",48,6586,9.1
Lucifer,4,8,Super Bad Boyfriend,2019,"Crime,Drama,Fantasy",51,6878,9.0
Lucifer,4,9,Save Lucifer,2019,"Crime,Drama,Fantasy",50,7772,9.4
Lucifer,4,10,Who's da New King of Hell?,2019,"Crime,Drama,Fantasy",55,11023,9.6
Lucifer,5,1,Really Sad Devil Guy,2020,"Crime,Drama,Fantasy",51,4710,8.0
Lucifer,5,2,Lucifer! Lucifer! Lucifer!,2020,"Crime,Drama,Fantasy",56,4450,8.4
Lucifer,5,3,¡Diablo!,2020,"Crime,Drama,Fantasy",54,4312,8.4
Lucifer,5,4,It Never Ends Well for the Chicken,2020,"Crime,Drama,Fantasy",55,5688,6.4
Lucifer,5,5,Detective Amenadiel,2020,"Crime,Drama,Fantasy",55,4302,8.7
Lucifer,5,6,BlueBallz,2020,"Crime,Drama,Fantasy",56,4310,8.6
Lucifer,5,7,Our Mojo,2020,"Crime,Drama,Fantasy",55,4339,8.8
Lucifer,5,8,Spoiler Alert,2020,"Crime,Drama,Fantasy",61,5948,9.3
Lucifer,5,9,Family Dinner,2021,"Crime,Drama,Fantasy",55,3829,8.3
Lucifer,5,10,Bloody Celestial Karaoke Jam,2021,"Crime,Drama,Fantasy",60,5897,7.6
Lucifer,5,11,Resting Devil Face,2021,"Crime,Drama,Fantasy",53,3288,8.2
Lucifer,5,12,Daniel Espinoza: Naked and Afraid,2021,"Crime,Drama,Fantasy",58,4293,8.2
Lucifer,5,13,A Little Harmless Stalking,2021,"Crime,Drama,Fantasy",61,3193,8.1
Lucifer,5,14,Nothing Lasts Forever,2021,"Crime,Drama,Fantasy",59,3408,8.6
Lucifer,5,15,Is This Really How It's Going To End?!,2021,"Crime,Drama,Fantasy",63,4549,9.2
Lucifer,5,16,A Chance at a Happy Ending,2021,"Crime,Drama,Fantasy",53,5119,9.2
Lucifer,6,1,Nothing Ever Changes Around Here,2021,"Crime,Drama,Fantasy",48,3288,7.6
Lucifer,6,2,Buckets of Baggage,2021,"Crime,Drama,Fantasy",56,3079,7.6
Lucifer,6,3,Yabba Dabba Do Me,2021,"Crime,Drama,Fantasy",45,3241,8.2
Lucifer,6,4,Pin the Tail on the Daddy,2021,"Crime,Drama,Fantasy",45,2919,8.3
Lucifer,6,5,The Murder of Lucifer Morningstar,2021,"Crime,Drama,Fantasy",47,2949,8.2
Lucifer,6,6,A Lot Dirtier Than That,2021,"Crime,Drama,Fantasy",55,3763,7.2
Lucifer,6,7,My Best Fiend's Wedding,2021,"Crime,Drama,Fantasy",59,3295,7.5
Lucifer,6,8,"Save the Devil, Save the World",2021,"Crime,Drama,Fantasy",56,3104,8.2
Lucifer,6,9,"Goodbye, Lucifer",2021,"Crime,Drama,Fantasy",66,3950,8.9
Lucifer,6,10,Partners 'Til the End,2021,"Crime,Drama,Fantasy",53,5961,8.5
Mad Men,1,1,Smoke Gets in Your Eyes,2007,Drama,49,5804,8.1
Mad Men,1,2,Ladies Room,2007,Drama,47,4340,7.5
Mad Men,1,3,Marriage of Figaro,2007,Drama,45,4040,7.6
Mad Men,1,4,New Amsterdam,2007,Drama,46,3821,7.9
Mad Men,1,5,5G,2007,Drama,49,3746,8.1
Mad Men,1,6,Babylon,2007,Drama,47,3679,7.9
Mad Men,1,7,Red in the Face,2007,Drama,46,3510,8.1
Mad Men,1,8,The Hobo Code,2007,Drama,47,3645,8.3
Mad Men,1,9,Shoot,2007,Drama,46,3489,8.2
Mad Men,1,10,Long Weekend,2007,Drama,46,3383,8.2
Mad Men,1,11,Indian Summer,2007,Drama,46,3223,8.1
Mad Men,1,12,Nixon vs. Kennedy,2007,Drama,46,3964,9.0
Mad Men,1,13,The Wheel,2007,Drama,52,4174,9.0
Mad Men,2,1,For Those Who Think Young,2008,Drama,48,3039,7.6
Mad Men,2,2,Flight 1,2008,Drama,48,2938,7.9
Mad Men,2,3,The Benefactor,2008,Drama,48,2892,7.8
Mad Men,2,4,Three Sundays,2008,Drama,48,2891,8.1
Mad Men,2,5,The New Girl,2008,Drama,48,2940,8.3
Mad Men,2,6,Maidenform,2008,Drama,48,2805,7.9
Mad Men,2,7,The Gold Violin,2008,Drama,48,2899,8.4
Mad Men,2,8,A Night to Remember,2008,Drama,48,2847,8.3
Mad Men,2,9,Six Month Leave,2008,Drama,48,2890,8.5
Mad Men,2,10,The Inheritance,2008,Drama,48,2717,7.9
Mad Men,2,11,The Jet Set,2008,Drama,60,3013,8.3
Mad Men,2,12,The Mountain King,2008,Drama,48,2906,8.5
Mad Men,2,13,Meditations in an Emergency,2008,Drama,48,3177,8.9
Mad Men,3,1,Out of Town,2009,Drama,60,2788,8.2
Mad Men,3,2,Love Among the Ruins,2009,Drama,50,2593,7.8
Mad Men,3,3,My Old Kentucky Home,2009,Drama,50,2769,8.1
Mad Men,3,4,The Arrangements,2009,Drama,60,2592,8.0
Mad Men,3,5,The Fog,2009,Drama,60,2614,8.0
Mad Men,3,6,Guy Walks Into an Advertising Agency,2009,Drama,60,3546,9.1
Mad Men,3,7,Seven Twenty Three,2009,Drama,60,2682,8.4
Mad Men,3,8,Souvenir,2009,Drama,60,2562,7.9
Mad Men,3,9,Wee Small Hours,2009,Drama,60,2527,8.2
Mad Men,3,10,The Color Blue,2009,Drama,60,2586,8.3
Mad Men,3,11,The Gypsy and the Hobo,2009,Drama,60,3504,9.2
Mad Men,3,12,The Grown-Ups,2009,Drama,60,3000,8.9
Mad Men,3,13,Shut the Door. Have a Seat,2009,Drama,60,5476,9.7
Mad Men,4,1,Public Relations,2010,Drama,48,2859,8.5
Mad Men,4,2,Christmas Comes But Once a Year,2010,Drama,48,2578,8.2
Mad Men,4,3,The Good News,2010,Drama,48,2839,8.7
Mad Men,4,4,The Rejected,2010,Drama,48,2550,8.2
Mad Men,4,5,The Chrysanthemum and the Sword,2010,Drama,48,2678,8.6
Mad Men,4,6,Waldorf Stories,2010,Drama,48,2702,8.6
Mad Men,4,7,The Suitcase,2010,Drama,48,6860,9.7
Mad Men,4,8,The Summer Man,2010,Drama,48,2792,8.6
Mad Men,4,9,The Beautiful Girls,2010,Drama,48,2820,8.8
Mad Men,4,10,Hands and Knees,2010,Drama,48,2568,8.7
Mad Men,4,11,Chinese Wall,2010,Drama,48,2396,8.3
Mad Men,4,12,Blowing Smoke,2010,Drama,48,2619,8.8
Mad Men,4,13,Tomorrowland,2010,Drama,48,3021,9.0
Mad Men,5,1,"A Little Kiss, Part 1",2012,Drama,48,2910,8.5
Mad Men,5,2,"A Little Kiss, Part 2",2012,Drama,47,2616,8.5
Mad Men,5,3,Tea Leaves,2012,Drama,48,2491,7.8
Mad Men,5,4,Mystery Date,2012,Drama,48,2717,8.6
Mad Men,5,5,Signal 30,2012,Drama,48,3315,9.0
Mad Men,5,6,Far Away Places,2012,Drama,47,3610,9.1
Mad Men,5,7,At the Codfish Ball,2012,Drama,48,2742,8.7
Mad Men,5,8,Lady Lazarus,2012,Drama,48,2489,8.2
Mad Men,5,9,Dark Shadows,2012,Drama,48,2354,8.0
Mad Men,5,10,Christmas Waltz,2012,Drama,48,2464,8.2
Mad Men,5,11,The Other Woman,2012,Drama,48,3843,9.4
Mad Men,5,12,Commissions and Fees,2012,Drama,48,3679,9.4
Mad Men,5,13,The Phantom,2012,Drama,48,2752,8.6
Mad Men,6,1,"The Doorway, Part 1",2013,Drama,48,2603,7.5
Mad Men,6,2,"The Doorway, Part 2",2013,Drama,48,2427,7.7
Mad Men,6,3,Collaborators,2013,Drama,47,2360,7.8
Mad Men,6,4,To Have and to Hold,2013,Drama,48,2331,8.0
Mad Men,6,5,The Flood,2013,Drama,48,2456,8.2
Mad Men,6,6,For Immediate Release,2013,Drama,47,2828,8.8
Mad Men,6,7,Man with a Plan,2013,Drama,48,2330,7.9
Mad Men,6,8,The Crash,2013,Drama,48,3050,8.7
Mad Men,6,9,The Better Half,2013,Drama,48,2417,8.3
Mad Men,6,10,A Tale of Two Cities,2013,Drama,48,2269,8.1
Mad Men,6,11,Favors,2013,Drama,47,2561,8.7
Mad Men,6,12,The Quality of Mercy,2013,Drama,47,2312,8.5
Mad Men,6,13,In Care Of,2013,Drama,48,2965,9.1
Mad Men,7,1,Time Zones,2014,Drama,48,2524,7.9
Mad Men,7,2,A Day's Work,2014,Drama,45,2400,8.3
Mad Men,7,3,Field Trip,2014,Drama,48,2489,8.6
Mad Men,7,4,The Monolith,2014,Drama,48,2356,8.5
Mad Men,7,5,The Runaways,2014,Drama,47,2413,8.5
Mad Men,7,6,The Strategy,2014,Drama,47,2766,8.9
Mad Men,7,7,Waterloo,2014,Drama,45,3942,9.5
Mad Men,7,8,Severance,2015,Drama,48,2493,8.1
Mad Men,7,9,New Business,2015,Drama,47,2348,7.8
Mad Men,7,10,The Forecast,2015,Drama,47,2356,8.3
Mad Men,7,11,Time & Life,2015,Drama,47,2553,8.9
Mad Men,7,12,Lost Horizon,2015,Drama,47,2763,9.0
Mad Men,7,13,The Milk and Honey Route,2015,Drama,53,3004,9.1
Mad Men,7,14,Person to Person,2015,Drama,56,5014,9.3
Mindhunter,1,1,Episode #1.1,2017,"Crime,Drama,Mystery",60,9564,7.8
Mindhunter,1,2,Episode #1.2,2017,"Crime,Drama,Mystery",56,8470,8.5
Mindhunter,1,3,Episode #1.3,2017,"Crime,Drama,Mystery",45,7565,8.2
Mindhunter,1,4,Episode #1.4,2017,"Crime,Drama,Mystery",54,7173,8.2
Mindhunter,1,5,Episode #1.5,2017,"Crime,Drama,Mystery",42,7236,8.5
Mindhunter,1,6,Episode #1.6,2017,"Crime,Drama,Mystery",34,6723,7.9
Mindhunter,1,7,Episode #1.7,2017,"Crime,Drama,Mystery",52,6621,8.2
Mindhunter,1,8,Episode #1.8,2017,"Crime,Drama,Mystery",53,6528,8.1
Mindhunter,1,9,Episode #1.9,2017,"Crime,Drama,Mystery",48,6689,8.5
Mindhunter,1,10,Episode #1.10,2017,"Crime,Drama,Mystery",52,8429,9.1
Mindhunter,2,1,Episode #2.1,2019,"Crime,Drama,Mystery",48,6428,8.1
Mindhunter,2,2,Episode #2.2,2019,"Crime,Drama,Mystery",46,6120,8.6
Mindhunter,2,3,Episode #2.3,2019,"Crime,Drama,Mystery",60,5748,8.2
Mindhunter,2,4,Episode #2.4,2019,"Crime,Drama,Mystery",51,5780,8.5
Mindhunter,2,5,Episode #2.5,2019,"Crime,Drama,Mystery",71,6615,8.9
Mindhunter,2,6,Episode #2.6,2019,"Crime,Drama,Mystery",58,5211,8.1
Mindhunter,2,7,Episode #2.7,2019,"Crime,Drama,Mystery",58,5152,8.1
Mindhunter,2,8,Episode #2.8,2019,"Crime,Drama,Mystery",53,5195,8.5
Mindhunter,2,9,Episode #2.9,2019,"Crime,Drama,Mystery",73,6109,8.7
Modern Family,1,1,Pilot,2009,"Comedy,Drama,Romance",23,5341,8.2
Modern Family,1,2,The Bicycle Thief,2009,"Comedy,Drama,Romance",30,4422,8.1
Modern Family,1,3,Come Fly with Me,2009,"Comedy,Drama,Romance",21,3921,7.9
Modern Family,1,4,The Incident,2009,"Comedy,Drama,Romance",21,4008,8.1
Modern Family,1,5,Coal Digger,2009,"Comedy,Drama,Romance",21,3840,8.2
Modern Family,1,6,Run for Your Wife,2009,"Comedy,Drama,Romance",21,3622,7.7
Modern Family,1,7,En Garde,2009,"Comedy,Drama,Romance",20,3565,7.9
Modern Family,1,8,Great Expectations,2009,"Comedy,Drama,Romance",21,3671,7.8
Modern Family,1,9,Fizbo,2009,"Comedy,Drama,Romance",21,4123,8.6
Modern Family,1,10,Undeck the Halls,2009,"Comedy,Drama,Romance",21,3429,8.0
Modern Family,1,11,Up All Night,2010,"Comedy,Drama,Romance",21,3372,7.9
Modern Family,1,12,Not in My House,2010,"Comedy,Drama,Romance",21,3272,7.7
Modern Family,1,13,Fifteen Percent,2010,"Comedy,Drama,Romance",21,3339,7.9
Modern Family,1,14,Moon Landing,2010,"Comedy,Drama,Romance",21,3311,8.0
Modern Family,1,15,My Funky Valentine,2010,"Comedy,Drama,Romance",21,3734,8.6
Modern Family,1,16,Fears,2010,"Comedy,Drama,Romance",21,3142,7.8
Modern Family,1,17,Truth Be Told,2010,"Comedy,Drama,Romance",21,3153,7.8
Modern Family,1,18,Starry Night,2010,"Comedy,Drama,Romance",21,3145,8.0
Modern Family,1,19,Game Changer,2010,"Comedy,Drama,Romance",21,3106,7.8
Modern Family,1,20,Benched,2010,"Comedy,Drama,Romance",21,3025,7.6
Modern Family,1,21,Travels with Scout,2010,"Comedy,Drama,Romance",22,3047,7.7
Modern Family,1,22,Airport 2010,2010,"Comedy,Drama,Romance",21,3203,8.2
Modern Family,1,23,Hawaii,2010,"Comedy,Drama,Romance",21,3404,8.5
Modern Family,1,24,Family Portrait,2010,"Comedy,Drama,Romance",21,3486,8.6
Modern Family,2,1,The Old Wagon,2010,"Comedy,Drama,Romance",21,3087,7.9
Modern Family,2,2,The Kiss,2010,"Comedy,Drama,Romance",21,3063,8.0
Modern Family,2,3,Earthquake,2010,"Comedy,Drama,Romance",21,2982,7.7
Modern Family,2,4,Strangers on a Treadmill,2010,"Comedy,Drama,Romance",21,2908,7.9
Modern Family,2,5,Unplugged,2010,"Comedy,Drama,Romance",21,2993,8.1
Modern Family,2,6,Halloween,2010,"Comedy,Drama,Romance",21,3266,8.4
Modern Family,2,7,Chirp,2010,"Comedy,Drama,Romance",21,2842,7.6
Modern Family,2,8,Manny Get Your Gun,2010,"Comedy,Drama,Romance",20,3201,8.3
Modern Family,2,9,Mother Tucker,2010,"Comedy,Drama,Romance",21,2767,7.5
Modern Family,2,10,Dance Dance Revelation,2010,"Comedy,Drama,Romance",21,2775,7.4
Modern Family,2,11,Slow Down Your Neighbors,2011,"Comedy,Drama,Romance",21,3010,8.1
Modern Family,2,12,"Our Children, Ourselves",2011,"Comedy,Drama,Romance",21,2862,7.7
Modern Family,2,13,Caught in the Act,2011,"Comedy,Drama,Romance",21,4098,8.9
Modern Family,2,14,Bixby's Back,2011,"Comedy,Drama,Romance",21,2818,8.0
Modern Family,2,15,Princess Party,2011,"Comedy,Drama,Romance",21,2774,7.5
Modern Family,2,16,Regrets Only,2011,"Comedy,Drama,Romance",21,2799,8.0
Modern Family,2,17,Two Monkeys and a Panda,2011,"Comedy,Drama,Romance",21,2715,7.6
Modern Family,2,18,Boys' Night,2011,"Comedy,Drama,Romance",21,2885,8.2
Modern Family,2,19,The Musical Man,2011,"Comedy,Drama,Romance",21,2919,8.2
Modern Family,2,20,Someone to Watch Over Lily,2011,"Comedy,Drama,Romance",21,2685,8.0
Modern Family,2,21,Mother's Day,2011,"Comedy,Drama,Romance",21,2787,8.1
Modern Family,2,22,Good Cop Bad Dog,2011,"Comedy,Drama,Romance",21,2803,8.1
Modern Family,2,23,See You Next Fall,2011,"Comedy,Drama,Romance",21,2775,8.1
Modern Family,2,24,The One That Got Away,2011,"Comedy,Drama,Romance",21,2702,8.0
Modern Family,3,1,Dude Ranch,2011,"Comedy,Drama,Romance",21,2972,7.9
Modern Family,3,2,When Good Kids Go Bad,2011,"Comedy,Drama,Romance",21,2793,8.1
Modern Family,3,3,Phil on Wire,2011,"Comedy,Drama,Romance",21,2774,8.0
Modern Family,3,4,Door to Door,2011,"Comedy,Drama,Romance",21,2687,7.7
Modern Family,3,5,Hit and Run,2011,"Comedy,Drama,Romance",21,2619,7.7
Modern Family,3,6,Go Bullfrogs!,2011,"Comedy,Drama,Romance",21,2624,7.7
Modern Family,3,7,Treehouse,2011,"Comedy,Drama,Romance",22,2816,8.1
Modern Family,3,8,After the Fire,2011,"Comedy,Drama,Romance",22,2578,7.8
Modern Family,3,9,Punkin Chunkin,2011,"Comedy,Drama,Romance",21,2638,7.8
Modern Family,3,10,Express Christmas,2011,"Comedy,Drama,Romance",22,2746,8.0
Modern Family,3,11,Lifetime Supply,2012,"Comedy,Drama,Romance",22,2592,7.7
Modern Family,3,12,Egg Drop,2012,"Comedy,Drama,Romance",22,2531,7.6
Modern Family,3,13,Little Bo Bleep,2012,"Comedy,Drama,Romance",22,2934,8.4
Modern Family,3,14,Me? Jealous?,2012,"Comedy,Drama,Romance",21,2576,7.8
Modern Family,3,15,Aunt Mommy,2012,"Comedy,Drama,Romance",20,2582,8.0
Modern Family,3,16,Virgin Territory,2012,"Comedy,Drama,Romance",22,2585,7.7
Modern Family,3,17,Leap Day,2012,"Comedy,Drama,Romance",22,2653,7.9
Modern Family,3,18,Send Out the Clowns,2012,"Comedy,Drama,Romance",21,2527,7.4
Modern Family,3,19,Election Day,2012,"Comedy,Drama,Romance",21,2538,7.7
Modern Family,3,20,The Last Walt,2012,"Comedy,Drama,Romance",20,2453,7.5
Modern Family,3,21,"Planes, Trains and Cars",2012,"Comedy,Drama,Romance",21,2463,7.6
Modern Family,3,22,Disneyland,2012,"Comedy,Drama,Romance",21,2656,8.1
Modern Family,3,23,Tableau Vivant,2012,"Comedy,Drama,Romance",20,2470,7.9
Modern Family,3,24,Baby on Board,2012,"Comedy,Drama,Romance",20,2889,8.6
Modern Family,4,1,Bringing Up Baby,2012,"Comedy,Drama,Romance",22,2897,8.2
Modern Family,4,2,Schooled,2012,"Comedy,Drama,Romance",22,3171,8.6
Modern Family,4,3,Snip,2012,"Comedy,Drama,Romance",22,2495,7.9
Modern Family,4,4,The Butler's Escape,2012,"Comedy,Drama,Romance",22,2421,7.6
Modern Family,4,5,Open House of Horrors,2012,"Comedy,Drama,Romance",21,2532,7.9
Modern Family,4,6,Yard Sale,2012,"Comedy,Drama,Romance",21,2455,7.7
Modern Family,4,7,Arrested,2012,"Comedy,Drama,Romance",22,2740,8.4
Modern Family,4,8,Mistery Date,2012,"Comedy,Drama,Romance",22,2633,8.2
Modern Family,4,9,When a Tree Falls,2012,"Comedy,Drama,Romance",22,2419,7.6
Modern Family,4,10,Diamond in the Rough,2012,"Comedy,Drama,Romance",22,2416,7.7
Modern Family,4,11,New Year's Eve,2013,"Comedy,Drama,Romance",22,2499,8.0
Modern Family,4,12,Party Crasher,2013,"Comedy,Drama,Romance",22,2767,8.4
Modern Family,4,13,Fulgencio,2013,"Comedy,Drama,Romance",22,4505,8.9
Modern Family,4,14,A Slight at the Opera,2013,"Comedy,Drama,Romance",22,2370,7.5
Modern Family,4,15,Heart Broken,2013,"Comedy,Drama,Romance",22,2336,7.7
Modern Family,4,16,Bad Hair Day,2013,"Comedy,Drama,Romance",22,2328,7.3
Modern Family,4,17,Best Men,2013,"Comedy,Drama,Romance",22,2482,8.0
Modern Family,4,18,The Wow Factor,2013,"Comedy,Drama,Romance",22,2324,7.6
Modern Family,4,19,The Future Dunphys,2013,"Comedy,Drama,Romance",22,2471,7.9
Modern Family,4,20,Flip Flop,2013,"Comedy,Drama,Romance",22,2317,7.7
Modern Family,4,21,Career Day,2013,"Comedy,Drama,Romance",22,2255,7.5
Modern Family,4,22,My Hero,2013,"Comedy,Drama,Romance",22,2335,7.8
Modern Family,4,23,Games People Play,2013,"Comedy,Drama,Romance",22,2274,7.7
Modern Family,4,24,Goodnight Gracie,2013,"Comedy,Drama,Romance",22,2633,8.2
Modern Family,5,1,"Suddenly, Last Summer",2013,"Comedy,Drama,Romance",22,2717,8.1
Modern Family,5,2,First Days,2013,"Comedy,Drama,Romance",21,2450,7.7
Modern Family,5,3,Larry's Wife,2013,"Comedy,Drama,Romance",22,2349,7.5
Modern Family,5,4,Farm Strong,2013,"Comedy,Drama,Romance",21,2339,7.7
Modern Family,5,5,The Late Show,2013,"Comedy,Drama,Romance",21,2555,8.1
Modern Family,5,6,The Help,2013,"Comedy,Drama,Romance",22,2362,7.6
Modern Family,5,7,A Fair to Remember,2013,"Comedy,Drama,Romance",22,2540,7.8
Modern Family,5,8,ClosetCon '13,2013,"Comedy,Drama,Romance",21,2348,7.6
Modern Family,5,9,The Big Game,2013,"Comedy,Drama,Romance",21,2256,7.5
Modern Family,5,10,The Old Man & the Tree,2013,"Comedy,Drama,Romance",21,2330,7.8
Modern Family,5,11,And One to Grow On,2014,"Comedy,Drama,Romance",21,2239,7.5
Modern Family,5,12,Under Pressure,2014,"Comedy,Drama,Romance",22,2816,8.4
Modern Family,5,13,Three Dinners,2014,"Comedy,Drama,Romance",21,2429,8.0
Modern Family,5,14,iSpy,2014,"Comedy,Drama,Romance",21,2332,7.9
Modern Family,5,15,The Feud,2014,"Comedy,Drama,Romance",21,2290,7.6
Modern Family,5,16,Spring-A-Ding-Fling,2014,"Comedy,Drama,Romance",21,2249,7.6
Modern Family,5,17,Other People's Children,2014,"Comedy,Drama,Romance",22,2255,7.8
Modern Family,5,18,Las Vegas,2014,"Comedy,Drama,Romance",21,5034,9.2
Modern Family,5,19,A Hard Jay's Night,2014,"Comedy,Drama,Romance",21,2236,7.7
Modern Family,5,20,Australia,2014,"Comedy,Drama,Romance",22,2499,8.1
Modern Family,5,21,Sleeper,2014,"Comedy,Drama,Romance",21,2160,7.5
Modern Family,5,22,Message Received,2014,"Comedy,Drama,Romance",22,2317,8.2
Modern Family,5,23,"The Wedding, Part 1",2014,"Comedy,Drama,Romance",22,2401,8.2
Modern Family,5,24,"The Wedding, Part 2",2014,"Comedy,Drama,Romance",21,2874,8.6
Modern Family,6,1,The Long Honeymoon,2014,"Comedy,Drama,Romance",21,2528,7.9
Modern Family,6,2,Don't Push,2014,"Comedy,Drama,Romance",22,2385,7.9
Modern Family,6,3,The Cold,2014,"Comedy,Drama,Romance",22,2291,7.8
Modern Family,6,4,Marco Polo,2014,"Comedy,Drama,Romance",22,2317,7.8
Modern Family,6,5,Won't You Be Our Neighbor,2014,"Comedy,Drama,Romance",22,2301,7.8
Modern Family,6,6,Halloween 3: AwesomeLand,2014,"Comedy,Drama,Romance",22,2262,7.5
Modern Family,6,7,"Queer Eyes, Full Hearts",2014,"Comedy,Drama,Romance",21,2333,8.0
Modern Family,6,8,Three Turkeys,2014,"Comedy,Drama,Romance",21,2579,8.3
Modern Family,6,9,Strangers in the Night,2014,"Comedy,Drama,Romance",21,2228,7.5
Modern Family,6,10,Haley's 21st Birthday,2014,"Comedy,Drama,Romance",21,2317,8.0
Modern Family,6,11,The Day We Almost Died,2015,"Comedy,Drama,Romance",22,2671,8.3
Modern Family,6,12,The Big Guns,2015,"Comedy,Drama,Romance",21,2221,7.6
Modern Family,6,13,Rash Decisions,2015,"Comedy,Drama,Romance",22,2181,7.5
Modern Family,6,14,Valentine's Day 4: Twisted Sister,2015,"Comedy,Drama,Romance",22,2224,7.7
Modern Family,6,15,Fight or Flight,2015,"Comedy,Drama,Romance",21,2271,7.8
Modern Family,6,16,Connection Lost,2015,"Comedy,Drama,Romance",22,9017,9.5
Modern Family,6,17,Closet? You'll Love It!,2015,"Comedy,Drama,Romance",22,2279,7.8
Modern Family,6,18,Spring Break,2015,"Comedy,Drama,Romance",21,2147,7.3
Modern Family,6,19,"Grill, Interrupted",2015,"Comedy,Drama,Romance",22,2139,7.6
Modern Family,6,20,Knock 'Em Down,2015,"Comedy,Drama,Romance",21,2231,8.1
Modern Family,6,21,Integrity,2015,"Comedy,Drama,Romance",22,2053,7.6
Modern Family,6,22,Patriot Games,2015,"Comedy,Drama,Romance",21,2158,7.9
Modern Family,6,23,Crying Out Loud,2015,"Comedy,Drama,Romance",22,2218,8.2
Modern Family,6,24,American Skyper,2015,"Comedy,Drama,Romance",21,2822,8.7
Modern Family,7,1,Summer Lovin',2015,"Comedy,Drama,Romance",22,2288,7.7
Modern Family,7,2,The Day Alex Left for College,2015,"Comedy,Drama,Romance",22,2159,7.6
Modern Family,7,3,The Closet Case,2015,"Comedy,Drama,Romance",22,2089,7.7
Modern Family,7,4,She Crazy,2015,"Comedy,Drama,Romance",22,2095,7.6
Modern Family,7,5,The Verdict,2015,"Comedy,Drama,Romance",22,2039,7.4
Modern Family,7,6,The More You Ignore Me,2015,"Comedy,Drama,Romance",21,1966,7.4
Modern Family,7,7,"Phil's Sexy, Sexy House",2015,"Comedy,Drama,Romance",21,2736,8.6
Modern Family,7,8,Clean Out Your Junk Drawer,2015,"Comedy,Drama,Romance",21,2383,7.9
Modern Family,7,9,White Christmas,2015,"Comedy,Drama,Romance",21,2347,8.3
Modern Family,7,10,Playdates,2016,"Comedy,Drama,Romance",21,2058,7.6
Modern Family,7,11,Spread Your Wings,2016,"Comedy,Drama,Romance",21,2157,7.9
Modern Family,7,12,Clean for a Day,2016,"Comedy,Drama,Romance",21,1941,7.4
Modern Family,7,13,Thunk in the Trunk,2016,"Comedy,Drama,Romance",21,1984,7.5
Modern Family,7,14,The Storm,2016,"Comedy,Drama,Romance",21,2184,8.1
Modern Family,7,15,I Don't Know How She Does It,2016,"Comedy,Drama,Romance",21,1935,7.6
Modern Family,7,16,The Cover-Up,2016,"Comedy,Drama,Romance",21,2052,8.0
Modern Family,7,17,Express Yourself,2016,"Comedy,Drama,Romance",21,1919,7.6
Modern Family,7,18,The Party,2016,"Comedy,Drama,Romance",21,2632,8.6
Modern Family,7,19,Man Shouldn't Lie,2016,"Comedy,Drama,Romance",21,1970,7.6
Modern Family,7,20,Promposal,2016,"Comedy,Drama,Romance",21,1881,7.4
Modern Family,7,21,Crazy Train,2016,"Comedy,Drama,Romance",21,2080,8.0
Modern Family,7,22,Double Click,2016,"Comedy,Drama,Romance",21,2049,8.1
Modern Family,8,1,A Tale of Three Cities,2016,"Comedy,Drama,Romance",21,2247,8.1
Modern Family,8,2,A Stereotypical Day,2016,"Comedy,Drama,Romance",21,1980,7.5
Modern Family,8,3,Blindsided,2016,"Comedy,Drama,Romance",21,1888,7.4
Modern Family,8,4,Weathering Heights,2016,"Comedy,Drama,Romance",21,1857,7.5
Modern Family,8,5,Halloween 4: The Revenge of Rod Skyhook,2016,"Comedy,Drama,Romance",21,1934,7.6
Modern Family,8,6,Grab It,2016,"Comedy,Drama,Romance",21,1830,7.2
Modern Family,8,7,Thanksgiving Jamboree,2016,"Comedy,Drama,Romance",21,1878,7.3
Modern Family,8,8,The Alliance,2016,"Comedy,Drama,Romance",21,2473,8.4
Modern Family,8,9,Snow Ball,2016,"Comedy,Drama,Romance",21,1823,7.3
Modern Family,8,10,Ringmaster Keifth,2017,"Comedy,Drama,Romance",21,1843,7.4
Modern Family,8,11,Sarge & Pea,2017,"Comedy,Drama,Romance",21,1796,7.2
Modern Family,8,12,Do You Believe in Magic,2017,"Comedy,Drama,Romance",21,1858,7.7
Modern Family,8,13,Do It Yourself,2017,"Comedy,Drama,Romance",20,1717,7.3
